year	title	rating	author	content	hash	webpage
2022	Dying for Chocolate: A Curious Caterer Mystery	6.6	Jim Mc-Cauling	it is a bit far fetched but a good movie overall	032487083f98051a1633402f1b291df2	https://blockbusted.org/jim/jim_mc-cauling/dying_for_chocolate:_a_curious_caterer_mystery_2022
2021	Stillwater	6.6	Jim Mc-Cauling	Too long! i got asleep	b9ba77714614e82ced0dda755118e3b0	https://blockbusted.org/jim/jim_mc-cauling/stillwater_2021
2021	When Today Ends	6.1	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/when_today_ends_2021
2021	The First Wave	6.9	Jim Mc-Cauling	A good movie even for a Documentary	6c8b398f9c83cd35a7fa9421d9d1b8a7	https://blockbusted.org/jim/jim_mc-cauling/the_first_wave_2021
2022	Tyler Perry's A Madea Homecoming	5.6	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/tyler_perry's_a_madea_homecoming_2022
2021	The Ice Road	5.6	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/the_ice_road_2021
2022	Tankhouse	5.4	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/tankhouse_2022
2022	Chickenhare and the Hamster of Darkness	6.3	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/chickenhare_and_the_hamster_of_darkness_2022
2022	Dinosaurs - The Final Day with David Attenborough	7.4	Jim Mc-Cauling	A good movie even for a Documentary	6c8b398f9c83cd35a7fa9421d9d1b8a7	https://blockbusted.org/jim/jim_mc-cauling/dinosaurs_-_the_final_day_with_david_attenborough_2022
2022	The Highwayman	5.6	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/the_highwayman_2022
1993	The Three Musketeers	6.3	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/the_three_musketeers_1993
2001	Cats & Dogs	5.1	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/cats_&_dogs_2001
2014	In Order of Disappearance	7.1	Jim Mc-Cauling	it is a bit far fetched but a good movie overall	032487083f98051a1633402f1b291df2	https://blockbusted.org/jim/jim_mc-cauling/in_order_of_disappearance_2014
2021	Our Christmas Journey	6.5	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/our_christmas_journey_2021
2000	Thomas and the Magic Railroad	4.1	Jim Mc-Cauling	Not bad but definitely overrated	f25a7a1c86e9a57b8f8e8d6cfc9b6382	https://blockbusted.org/jim/jim_mc-cauling/thomas_and_the_magic_railroad_2000
1992	Home Alone 2: Lost in New York	6.8	Jim Mc-Cauling	it is a bit far fetched but a good movie overall	032487083f98051a1633402f1b291df2	https://blockbusted.org/jim/jim_mc-cauling/home_alone_2:_lost_in_new_york_1992
1983	The Ploughman's Lunch	6.2	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/the_ploughman's_lunch_1983
2021	The Christmas Promise	6.7	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/the_christmas_promise_2021
2002	The Adventures of Pluto Nash	3.8	Jim Mc-Cauling	Not bad but definitely overrated	f25a7a1c86e9a57b8f8e8d6cfc9b6382	https://blockbusted.org/jim/jim_mc-cauling/the_adventures_of_pluto_nash_2002
2016	The Promise	6	Jim Mc-Cauling	Too long! i got asleep	b9ba77714614e82ced0dda755118e3b0	https://blockbusted.org/jim/jim_mc-cauling/the_promise_2016
2011	The Girl with the Dragon Tattoo	7.8	Jim Mc-Cauling	it is a bit far fetched but a good movie overall	032487083f98051a1633402f1b291df2	https://blockbusted.org/jim/jim_mc-cauling/the_girl_with_the_dragon_tattoo_2011
2011	Hick	5.5	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/hick_2011
2013	The Hobbit: The Desolation of Smaug	7.8	Jim Mc-Cauling	Yeahh! This movie is definitely a must see	152ff68ff4ee59b2ac57e093c93e1cbf	https://blockbusted.org/jim/jim_mc-cauling/the_hobbit:_the_desolation_of_smaug_2013
2020	Beast Beast	6.2	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/beast_beast_2020
2000	State and Main	6.7	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/state_and_main_2000
2006	X-Men: The Last Stand	6.6	Jim Mc-Cauling	A good choice to spent the Sunday evening	7c609021f8b1aa5fae9543863a6143b5	https://blockbusted.org/jim/jim_mc-cauling/x-men:_the_last_stand_2006
2021	The Toolbox Killer	6.3	Jim Mc-Cauling	A good movie even for a Documentary	6c8b398f9c83cd35a7fa9421d9d1b8a7	https://blockbusted.org/jim/jim_mc-cauling/the_toolbox_killer_2021
2022	Not Okay	6	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/not_okay_2022
2021	Resident Evil: Welcome to Raccoon City	5.2	Jim Mc-Cauling	Awesome movie! It scared the hell out of me	648c4d78bc1f6c6336d2ac0bb03dee3d	https://blockbusted.org/jim/jim_mc-cauling/resident_evil:_welcome_to_raccoon_city_2021
2022	Ray Donovan: The Movie	6.8	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/ray_donovan:_the_movie_2022
2022	Romance to the Rescue	5.6	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/romance_to_the_rescue_2022
2021	Shoplifters of the World	5.3	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/shoplifters_of_the_world_2021
2022	A Violent Man	4.9	Jim Mc-Cauling	Not bad but definitely overrated	f25a7a1c86e9a57b8f8e8d6cfc9b6382	https://blockbusted.org/jim/jim_mc-cauling/a_violent_man_2022
2006	The Da Vinci Code	6.6	Jim Mc-Cauling	Too long! i got asleep	b9ba77714614e82ced0dda755118e3b0	https://blockbusted.org/jim/jim_mc-cauling/the_da_vinci_code_2006
2022	Diamond Hands: The Legend of WallStreetBets	5.5	Jim Mc-Cauling	A good movie even for a Documentary	6c8b398f9c83cd35a7fa9421d9d1b8a7	https://blockbusted.org/jim/jim_mc-cauling/diamond_hands:_the_legend_of_wallstreetbets_2022
2022	Jurassic World Dominion	5.7	Jim Mc-Cauling	Too long! i got asleep	b9ba77714614e82ced0dda755118e3b0	https://blockbusted.org/jim/jim_mc-cauling/jurassic_world_dominion_2022
2022	Tosh	7.7	Jim Mc-Cauling	A good Documentary	1a5a5a9b321797e8b7ecf70139f6c20b	https://blockbusted.org/jim/jim_mc-cauling/tosh_2022
2022	Harry Potter 20th Anniversary: Return to Hogwarts	8	Jim Mc-Cauling	A good movie even for a Documentary	6c8b398f9c83cd35a7fa9421d9d1b8a7	https://blockbusted.org/jim/jim_mc-cauling/harry_potter_20th_anniversary:_return_to_hogwarts_2022
2006	Mini's First Time	5.8	Jim Mc-Cauling	it is a bit far fetched but a good movie overall	032487083f98051a1633402f1b291df2	https://blockbusted.org/jim/jim_mc-cauling/mini's_first_time_2006
2021	The House of Snails	4.9	Jim Mc-Cauling	I didn't understand the dialogues cause i don't speak spanish	fe6caca7db3a906d89552233d5f3cdc0	https://blockbusted.org/jim/jim_mc-cauling/the_house_of_snails_2021
2022	Emergency	6.1	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/emergency_2022
2022	Inside the Mind of a Cat	7	Jim Mc-Cauling	A good Documentary	1a5a5a9b321797e8b7ecf70139f6c20b	https://blockbusted.org/jim/jim_mc-cauling/inside_the_mind_of_a_cat_2022
2021	The Wonderful: Stories from the Space Station	6.2	Jim Mc-Cauling	Too long! i got asleep	b9ba77714614e82ced0dda755118e3b0	https://blockbusted.org/jim/jim_mc-cauling/the_wonderful:_stories_from_the_space_station_2021
2021	Spring	5.4	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/spring_2021
2021	You Keep the Kids	6	Jim Mc-Cauling	I didn't understand the dialogues cause i don't speak spanish	fe6caca7db3a906d89552233d5f3cdc0	https://blockbusted.org/jim/jim_mc-cauling/you_keep_the_kids_2021
2022	Orphan: First Kill	6	Jim Mc-Cauling	Awesome movie! It scared the hell out of me	648c4d78bc1f6c6336d2ac0bb03dee3d	https://blockbusted.org/jim/jim_mc-cauling/orphan:_first_kill_2022
2022	Girl in the Picture	7.2	Jim Mc-Cauling	A good movie even for a Documentary	6c8b398f9c83cd35a7fa9421d9d1b8a7	https://blockbusted.org/jim/jim_mc-cauling/girl_in_the_picture_2022
2022	Jeff Foxworthy: The Good Old Days	6.1	Jim Mc-Cauling	A good Documentary	1a5a5a9b321797e8b7ecf70139f6c20b	https://blockbusted.org/jim/jim_mc-cauling/jeff_foxworthy:_the_good_old_days_2022
2021	iGilbert	5.2	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/igilbert_2021
2021	The Jump	8.4	Jim Mc-Cauling	I didn't understand the dialogues cause i don't speak spanish	fe6caca7db3a906d89552233d5f3cdc0	https://blockbusted.org/jim/jim_mc-cauling/the_jump_2021
2021	Spin	6	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/spin_2021
2022	American Experience Plague at the Golden Gate	7.5	Jim Mc-Cauling	A good Documentary	1a5a5a9b321797e8b7ecf70139f6c20b	https://blockbusted.org/jim/jim_mc-cauling/american_experience_plague_at_the_golden_gate_2022
2021	Salt-N-Pepa	6	Jim Mc-Cauling	Too long! i got asleep	b9ba77714614e82ced0dda755118e3b0	https://blockbusted.org/jim/jim_mc-cauling/salt-n-pepa_2021
2021	tick tick... BOOM!	7.5	Jim Mc-Cauling	Yeahh! This movie is definitely a must see	152ff68ff4ee59b2ac57e093c93e1cbf	https://blockbusted.org/jim/jim_mc-cauling/tick_tick..._boom!_2021
2021	Why Did You Kill Me?	5.6	Jim Mc-Cauling	A good movie even for a Documentary	6c8b398f9c83cd35a7fa9421d9d1b8a7	https://blockbusted.org/jim/jim_mc-cauling/why_did_you_kill_me?_2021
2021	Raunch and Roll	6.9	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/raunch_and_roll_2021
2022	Jackass Forever	6.9	Jim Mc-Cauling	A good movie even for a Documentary	6c8b398f9c83cd35a7fa9421d9d1b8a7	https://blockbusted.org/jim/jim_mc-cauling/jackass_forever_2022
2022	Paul Virzi: Nocturnal Admissions	7	Jim Mc-Cauling	Yeahh! This movie is definitely a must see	152ff68ff4ee59b2ac57e093c93e1cbf	https://blockbusted.org/jim/jim_mc-cauling/paul_virzi:_nocturnal_admissions_2022
2021	The Loud House Movie	6.1	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/the_loud_house_movie_2021
2022	Rooney	6.8	Jim Mc-Cauling	A good Documentary	1a5a5a9b321797e8b7ecf70139f6c20b	https://blockbusted.org/jim/jim_mc-cauling/rooney_2022
2022	A Genie's Tail	5.3	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/a_genie's_tail_2022
2021	The Conjuring: The Devil Made Me Do It	6.3	Jim Mc-Cauling	Awesome movie! It scared the hell out of me	648c4d78bc1f6c6336d2ac0bb03dee3d	https://blockbusted.org/jim/jim_mc-cauling/the_conjuring:_the_devil_made_me_do_it_2021
2021	Reefa	5.4	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/reefa_2021
2022	Hello Goodbye and Everything in Between	4.9	Jim Mc-Cauling	Not bad but definitely overrated	f25a7a1c86e9a57b8f8e8d6cfc9b6382	https://blockbusted.org/jim/jim_mc-cauling/hello_goodbye_and_everything_in_between_2022
2021	Rise and Shine Benedict Stone	6.8	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/rise_and_shine_benedict_stone_2021
2021	Spider-Man: No Way Home	8.3	Jim Mc-Cauling	A good choice to spent the Sunday evening	7c609021f8b1aa5fae9543863a6143b5	https://blockbusted.org/jim/jim_mc-cauling/spider-man:_no_way_home_2021
2021	The River Runner	6.9	Jim Mc-Cauling	A good Documentary	1a5a5a9b321797e8b7ecf70139f6c20b	https://blockbusted.org/jim/jim_mc-cauling/the_river_runner_2021
2021	The Cursed	6.2	Jim Mc-Cauling	Awesome movie! It scared the hell out of me	648c4d78bc1f6c6336d2ac0bb03dee3d	https://blockbusted.org/jim/jim_mc-cauling/the_cursed_2021
2022	Hunting Souls	5	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/hunting_souls_2022
2022	The Photographer: Murder in Pinamar	6.7	Jim Mc-Cauling	I didn't understand the dialogues cause i don't speak spanish	fe6caca7db3a906d89552233d5f3cdc0	https://blockbusted.org/jim/jim_mc-cauling/the_photographer:_murder_in_pinamar_2022
2022	Centaur	5.3	Jim Mc-Cauling	I didn't understand the dialogues cause i don't speak spanish	fe6caca7db3a906d89552233d5f3cdc0	https://blockbusted.org/jim/jim_mc-cauling/centaur_2022
2021	Tinsel - The Lost Movie About Hollywood	7.4	Jim Mc-Cauling	A good movie even for a Documentary	6c8b398f9c83cd35a7fa9421d9d1b8a7	https://blockbusted.org/jim/jim_mc-cauling/tinsel_-_the_lost_movie_about_hollywood_2021
2022	The Twin	5.2	Jim Mc-Cauling	Awesome movie! It scared the hell out of me	648c4d78bc1f6c6336d2ac0bb03dee3d	https://blockbusted.org/jim/jim_mc-cauling/the_twin_2022
2022	North of the 10	6.1	Jim Mc-Cauling	Too long! i got asleep	b9ba77714614e82ced0dda755118e3b0	https://blockbusted.org/jim/jim_mc-cauling/north_of_the_10_2022
1992	Prelude to a Kiss	5.6	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/prelude_to_a_kiss_1992
2022	Due Season	5.7	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/due_season_2022
2022	Toy Aficiao	6.2	Jim Mc-Cauling	I didn't understand the dialogues cause i don't speak spanish	fe6caca7db3a906d89552233d5f3cdc0	https://blockbusted.org/jim/jim_mc-cauling/toy_aficiao_2022
2021	Tina	7.9	Jim Mc-Cauling	A good movie even for a Documentary	6c8b398f9c83cd35a7fa9421d9d1b8a7	https://blockbusted.org/jim/jim_mc-cauling/tina_2021
2021	Samantha Rose	6.8	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/samantha_rose_2021
2021	The Christmas Pitch	5.7	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/the_christmas_pitch_2021
2021	Rattle-Can	5.6	Jim Mc-Cauling	it is a bit far fetched but a good movie overall	032487083f98051a1633402f1b291df2	https://blockbusted.org/jim/jim_mc-cauling/rattle-can_2021
2021	Small City	4.9	Jim Mc-Cauling	Not bad but definitely overrated	f25a7a1c86e9a57b8f8e8d6cfc9b6382	https://blockbusted.org/jim/jim_mc-cauling/small_city_2021
2021	The Lost Leonardo	7.5	Jim Mc-Cauling	A good Documentary	1a5a5a9b321797e8b7ecf70139f6c20b	https://blockbusted.org/jim/jim_mc-cauling/the_lost_leonardo_2021
2021	Rise of the Footsoldier: Origins	5.8	Jim Mc-Cauling	it is a bit far fetched but a good movie overall	032487083f98051a1633402f1b291df2	https://blockbusted.org/jim/jim_mc-cauling/rise_of_the_footsoldier:_origins_2021
2022	Everything Everywhere All at Once	8.2	Jim Mc-Cauling	A good choice to spent the Sunday evening	7c609021f8b1aa5fae9543863a6143b5	https://blockbusted.org/jim/jim_mc-cauling/everything_everywhere_all_at_once_2022
2021	Xtreme	5.8	Jim Mc-Cauling	I didn't understand the dialogues cause i don't speak spanish	fe6caca7db3a906d89552233d5f3cdc0	https://blockbusted.org/jim/jim_mc-cauling/xtreme_2021
2021	The Healing Garden	5.8	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/the_healing_garden_2021
2021	This Is Not a Comedy	4.9	Jim Mc-Cauling	I didn't understand the dialogues cause i don't speak spanish	fe6caca7db3a906d89552233d5f3cdc0	https://blockbusted.org/jim/jim_mc-cauling/this_is_not_a_comedy_2021
2021	Two for the Win	6.4	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/two_for_the_win_2021
2022	Icahn: The Restless Billionaire	7	Jim Mc-Cauling	A good movie even for a Documentary	6c8b398f9c83cd35a7fa9421d9d1b8a7	https://blockbusted.org/jim/jim_mc-cauling/icahn:_the_restless_billionaire_2022
2021	Romeo Santos: King of Bachata	7.3	Jim Mc-Cauling	A good movie even for a Documentary	6c8b398f9c83cd35a7fa9421d9d1b8a7	https://blockbusted.org/jim/jim_mc-cauling/romeo_santos:_king_of_bachata_2021
2022	Cave Rescue	5.4	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/cave_rescue_2022
2021	The Girl Who Believes in Miracles	5.4	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/the_girl_who_believes_in_miracles_2021
2022	Pride Jewel	6.5	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/pride_jewel_2022
2022	Aftershock	5.8	Jim Mc-Cauling	A good Documentary	1a5a5a9b321797e8b7ecf70139f6c20b	https://blockbusted.org/jim/jim_mc-cauling/aftershock_2022
2021	The Marksman	5.6	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/the_marksman_2021
